Radio,MCC,MNC,TAC,CID,Lon,Lat,Range
LTE,272,3,40101,10680904,-7.227,52.6623,1000
LTE,272,3,40101,10680905,-7.2435,52.6539,1000
LTE,272,3,40101,10832968,-7.2439,52.6543,1000
LTE,272,3,40111,10710787,-6.9285,52.9072,1000
LTE,272,3,40113,11385622,-6.9236,52.8871,1000
LTE,272,3,40101,11366401,-6.9267,52.866,1000
LTE,272,3,40101,11175169,-6.9278,52.8581,1000
LTE,272,3,40101,11175189,-6.9283,52.8567,1000
LTE,272,3,40101,11175239,-6.9236,52.8509,1000
LTE,272,3,40101,11096343,-6.9225,52.8481,1000
LTE,272,3,40101,11096321,-6.9221,52.845,1000
LTE,272,3,40101,11366424,-6.9223,52.8406,1000
LTE,272,3,40101,11366422,-6.9213,52.8372,1000
LTE,272,3,40101,11376405,-6.9197,52.8345,1000
LTE,272,3,40101,11042582,-6.9186,52.8316,1000
LTE,272,3,40101,11428117,-6.9189,52.8284,1000
LTE,272,3,40101,11428119,-6.9198,52.8237,1000
LTE,272,3,40101,10759435,-6.9214,52.8145,1000
LTE,272,3,40101,11221261,-6.9231,52.8099,1000
LTE,272,3,40101,10873346,-6.9356,52.7905,1000
LTE,272,3,40101,10733640,-6.9447,52.7283,1163
LTE,272,3,40101,10518599,-6.9462,52.7041,1000
LTE,272,3,40101,10518529,-6.9531,52.6988,1000
LTE,272,3,40101,10518530,-6.9532,52.6985,1000
LTE,272,3,40101,10518600,-6.958,52.6968,1000
LTE,272,3,40101,10963272,-6.9655,52.6939,1000
LTE,272,3,40101,10963203,-7.0102,52.692,1000
LTE,272,3,40101,10760520,-7.1726,52.6384,1000
LTE,272,3,40101,10790145,-7.2044,52.6436,1000
