Radio,MCC,MNC,TAC,CID,Lon,Lat,Range
LTE,272,3,40122,88273410,-8.4752,51.8931,1000
LTE,272,5,40200,471553,-6.2545,53.302,1159
LTE,272,5,40100,294146,-6.2876,53.3472,1261
LTE,272,3,40072,10572555,-6.4356,53.2933,1482
LTE,272,5,40102,336642,-6.2696,53.3468,1000
LTE,272,5,40100,294144,-6.2796,53.348,1000
LTE,272,5,40100,294145,-6.2815,53.3463,1000
LTE,272,5,40100,294166,-6.2847,53.3467,1000
LTE,272,3,40052,10501900,-6.2441,53.3379,1000
LTE,272,5,42600,336902,-9.0547,51.7318,12956
LTE,272,3,4006,10515203,-6.2348,53.3679,3035
LTE,272,3,4006,10515213,-6.2311,53.359,1209
LTE,272,3,40052,10501890,-6.2435,53.3377,1000
LTE,272,3,40111,10565131,-6.4407,53.3509,1179
LTE,272,3,40111,11141890,-6.4685,53.3578,3156
LTE,272,5,40100,294165,-6.2767,53.3459,1030
LTE,272,3,40101,11375885,-7.2561,52.6627,1183
LTE,272,3,40122,11016961,-8.3898,51.9439,2722
LTE,272,5,40204,811542,-6.2141,53.3416,1000
LTE,272,5,40100,346368,-6.2873,53.356,1000
LTE,272,5,40100,308226,-6.2823,53.35,1000
LTE,272,5,40100,823810,-6.2818,53.3509,1000
LTE,272,3,40112,11133697,-8.9214,53.2744,1000
LTE,272,3,40112,10829580,-8.974,53.3002,5054
LTE,272,3,4006,10497036,-6.262,53.3523,1000
LTE,272,3,4006,10497026,-6.2624,53.3515,1000
LTE,272,3,40052,10498572,-6.2636,53.3504,1000
LTE,272,3,40052,10507335,-6.2656,53.3506,1000
LTE,272,3,40052,10498571,-6.2653,53.351,1000
LTE,272,3,40052,10498633,-6.2676,53.3482,1000
LTE,272,3,40052,10699275,-6.2582,53.3632,7403
LTE,272,3,40052,10520834,-6.259,53.3472,1000
LTE,272,3,40052,10507265,-6.2656,53.3505,1000
LTE,272,5,41703,333830,-7.673,54.997,4690
LTE,272,3,40101,11375895,-7.2487,52.6579,1181
LTE,272,5,40201,914440,-6.1352,53.2895,1000
LTE,272,5,41903,805121,-8.1675,53.6239,1666
LTE,272,5,40500,778754,-6.3595,53.3856,930
LTE,272,5,40500,429313,-6.3685,53.3858,1000
LTE,272,5,40902,935936,-6.3854,53.3943,1000
LTE,272,5,40500,429333,-6.3721,53.3869,1000
LTE,272,3,40071,10591489,-6.4029,53.3612,2671
LTE,272,3,40071,10499595,-6.3139,53.3549,3245
LTE,272,3,40071,10499605,-6.2937,53.3482,879
LTE,272,3,40071,10542358,-6.3097,53.3602,1801
LTE,272,3,40071,10496279,-6.2896,53.3566,1000
LTE,272,3,40071,10520086,-6.2841,53.3529,1000
LTE,272,3,40052,10511383,-6.2825,53.3508,1000
LTE,272,3,40071,10499606,-6.2816,53.3515,9027
LTE,272,3,40071,10499596,-6.2792,53.3598,8099
LTE,272,3,40052,10504461,-6.2797,53.3474,1128
LTE,272,3,40052,10504471,-6.279,53.3457,1316
LTE,272,3,40052,10504469,-6.275,53.3492,9151
LTE,272,3,40052,10699287,-6.2678,53.3457,1000
LTE,272,3,40052,10507543,-6.2637,53.3459,822
LTE,272,3,40052,10699285,-6.2619,53.3495,8952
LTE,272,3,40052,10520854,-6.2584,53.3478,1000
LTE,272,3,4006,10497046,-6.2628,53.3518,500
LTE,272,3,40052,10507541,-6.2581,53.346,500
LTE,272,3,40052,10507542,-6.26,53.3444,1000
LTE,272,3,40052,10607126,-6.2608,53.3449,1000
LTE,272,3,40052,10513941,-6.2648,53.3426,500
LTE,272,3,40052,10513943,-6.2653,53.3413,1000
LTE,272,3,40052,10510357,-6.2674,53.3385,1000
LTE,272,3,40052,10506775,-6.2632,53.3376,500
LTE,272,3,40052,10510358,-6.2655,53.3356,1000
LTE,272,3,40052,10521111,-6.2573,53.3377,1000
LTE,272,3,40052,10503445,-6.2629,53.3341,1000
LTE,272,3,40052,10503447,-6.2632,53.3327,1000
LTE,272,3,40052,11080470,-6.2769,53.3314,2860
LTE,272,3,40052,10607128,-6.2647,53.3423,1087
LTE,272,3,40052,10520598,-6.2743,53.3465,1000
LTE,272,3,40052,10953751,-6.2783,53.3473,1000
LTE,272,3,40071,10568727,-6.3201,53.3434,1693
LTE,272,3,40071,10716696,-6.3021,53.346,912
LTE,272,3,40071,10716693,-6.295,53.3479,1265
LTE,272,3,40071,10716694,-6.2888,53.3464,1000
LTE,272,3,40052,10498584,-6.2667,53.3482,1000
LTE,272,3,40052,10520855,-6.2627,53.3481,1000
LTE,272,3,40052,10498583,-6.2647,53.3484,1000
LTE,272,5,41901,436744,-7.4359,53.3603,6097
LTE,272,5,41901,860160,-7.4749,53.3611,7715
LTE,272,5,41901,860166,-7.4532,53.3621,6616
LTE,272,5,41901,206087,-7.4959,53.359,5207
LTE,272,5,41401,436488,-7.3753,53.3819,2371
LTE,272,5,41401,436482,-7.3671,53.3874,9074
LTE,272,5,41401,413960,-7.2872,53.4047,1579
LTE,272,5,40902,778517,-6.3914,53.3887,1000
LTE,272,5,40902,778497,-6.3925,53.3899,1000
LTE,272,3,40071,11183116,-6.3182,53.3319,1000
LTE,272,5,40300,999956,-6.2227,53.4176,1000
LTE,272,5,40300,999958,-6.2279,53.4102,1000
LTE,272,3,40101,11375894,-7.2385,52.6517,1000
LTE,272,3,40101,11375944,-7.2386,52.648,1000
LTE,272,3,40052,10598413,-6.2518,53.3482,1000
LTE,272,5,40101,892673,-6.2583,53.3476,1000
LTE,272,5,42202,877319,-8.8724,53.0499,12316
LTE,272,3,4006,10907148,-6.2662,53.4094,1000
LTE,272,3,40071,11153685,-6.3017,53.4065,1770
LTE,272,3,40071,10522134,-6.3083,53.4049,2228
LTE,272,5,40601,952832,-6.2791,53.3206,1000
LTE,272,3,40101,10759171,-7.2575,52.6553,1135
LTE,272,3,40101,11375875,-7.2463,52.6579,1229
LTE,272,3,40101,11412245,-7.2526,52.6656,1000
LTE,272,3,40101,11412247,-7.2513,52.6632,1000
LTE,272,3,40122,10946326,-8.4627,51.8945,1000
LTE,272,3,40122,10946316,-8.4646,51.8939,1000
LTE,272,5,40300,820757,-6.2328,53.428,1000
LTE,272,5,40305,1295637,-6.2322,53.4044,1000
LTE,272,5,40303,825095,-6.2544,53.3696,1000
LTE,272,5,40303,82183,-6.2503,53.371,1000
LTE,272,3,40071,10542102,-6.3756,53.3886,1000
LTE,272,3,40101,11425803,-7.2489,52.6598,1000
LTE,272,3,40101,10646787,-7.1743,52.6441,6241
LTE,272,3,40071,10716685,-6.2947,53.333,1000
LTE,272,1,53202,36177411,-7.7534,54.9466,1000
LTE,272,1,53001,39743489,-6.2581,53.3407,4464
LTE,272,1,53001,40654851,-6.2544,53.3399,4252
LTE,272,1,53001,38717698,-6.2564,53.3436,4663
LTE,272,1,53001,39872259,-6.2532,53.3423,4423
LTE,272,1,53001,40555778,-6.2501,53.344,4474
LTE,272,1,53001,39420929,-6.2532,53.3461,4781
LTE,272,1,53001,39859457,-6.2576,53.3463,4956
LTE,272,1,53001,39859459,-6.2596,53.3475,5139
LTE,272,1,53001,40064259,-6.261,53.3467,5119
LTE,272,1,53001,39846657,-6.266,53.3456,5215
LTE,272,1,53001,39846658,-6.2701,53.3452,5363
LTE,272,1,53001,40312578,-6.2756,53.3455,5629
LTE,272,1,53001,92233729,-6.2794,53.3461,5858
LTE,272,1,53001,38753537,-6.289,53.3472,6404
LTE,272,3,40072,10581260,-6.3257,53.3326,1000
LTE,272,3,40112,10730567,-8.8416,53.8747,1000
LTE,272,3,40112,10730497,-8.841,53.8724,1545
LTE,272,3,40112,11232072,-8.8512,53.8745,1000
LTE,272,1,53001,38633278,-6.2487,53.3273,1000
LTE,272,1,53001,38633279,-6.2493,53.3298,1000
LTE,272,1,53001,38622270,-6.2487,53.3361,1000
LTE,272,1,53001,92306237,-6.26,53.3399,1000
LTE,272,1,53001,40654911,-6.2539,53.3404,1000
LTE,272,1,53001,40880897,-6.2616,53.3524,1000
LTE,272,1,53001,40506369,-6.2625,53.3507,1000
LTE,272,1,53001,38868737,-6.2601,53.3495,1000
LTE,272,1,53001,38604289,-6.2599,53.3489,1000
LTE,272,1,53001,40624898,-6.2596,53.3484,1000
LTE,272,1,53001,39749377,-6.2586,53.3452,1000
LTE,272,1,53001,39420930,-6.2578,53.3457,1000
LTE,272,1,53001,38717699,-6.2576,53.3454,1000
LTE,272,1,53001,40558337,-6.2594,53.3441,1000
LTE,272,1,53001,40558338,-6.2584,53.3429,1000
LTE,272,1,53001,40059137,-6.2597,53.3395,1000
LTE,272,1,53001,92530690,-6.2517,53.3322,1000
LTE,272,1,53101,87239179,-6.1357,53.2116,1000
LTE,272,1,51001,29498431,-8.2825,52.1363,1000
LTE,272,1,51001,29498441,-8.2854,52.1434,1000
LTE,272,1,51001,29498371,-8.2781,52.1402,1000
LTE,272,1,51001,29498381,-8.283,52.1405,1000
LTE,272,1,51001,28392510,-8.2761,52.1388,1000
LTE,272,1,51001,29475339,-8.2824,52.1307,1000
LTE,272,1,51001,29485631,-8.44,51.877,1000
LTE,272,1,51001,29475389,-8.2847,52.1272,1000
LTE,272,1,51001,28392450,-8.2762,52.1365,1000
LTE,272,1,51001,29475399,-8.2348,52.0893,1000
LTE,272,1,51001,29475329,-8.279,52.13,1000
LTE,272,3,40101,10767885,-6.3561,52.2407,1000
LTE,272,1,53003,39136771,-6.1575,53.2448,1000
LTE,272,1,53102,38691390,-6.3037,53.4046,1000
LTE,272,1,53102,39894529,-6.3087,53.4049,1000
LTE,272,3,40071,11155211,-6.2987,53.401,1000
LTE,272,3,40071,10522124,-6.307,53.4023,1000
LTE,272,3,40071,11155271,-6.299,53.3999,1000
LTE,272,3,40071,11155201,-6.2995,53.3992,1000
LTE,272,3,4004,11470339,-7.4951,52.8921,1000
LTE,272,3,40121,10780674,-8.184,52.2975,1000
LTE,272,3,40121,11016450,-8.2713,52.1193,1000
LTE,272,3,40121,10789192,-8.3487,52.002,1000
LTE,272,3,40122,10807830,-8.3469,51.8973,1000
LTE,272,3,40122,10807820,-8.3137,51.8734,1000
LTE,272,3,40121,10640899,-8.2716,51.9646,1000
LTE,272,3,40121,10789910,-8.2756,52.1408,1000
LTE,272,3,40121,11016471,-8.2797,52.136,1000
LTE,272,3,40122,10692867,-8.5327,51.8937,1000
LTE,272,3,40122,10689863,-8.5251,51.8955,1000
LTE,272,3,40121,11101718,-8.2821,52.0913,1000
LTE,272,3,40121,10671362,-8.2827,52.2312,1000
LTE,272,3,40121,11014934,-7.931,52.3889,1000
LTE,272,3,40101,10734339,-7.7613,52.6333,1000
LTE,272,3,40113,10684419,-7.2832,53.0138,1000
LTE,272,3,40072,10682124,-6.3496,53.3111,1000
LTE,272,3,40122,10915913,-8.5271,52.1534,1000
LTE,272,3,40122,10821655,-8.6665,52.1198,1000
LTE,272,3,40122,10862358,-8.9946,52.213,1000
LTE,272,3,40122,10862348,-8.994,52.2132,1000
LTE,272,3,40122,10862408,-8.9936,52.2147,1000
LTE,272,3,40122,10862338,-8.986,52.2119,1000
LTE,272,3,40122,10649857,-8.8982,52.1406,1000
LTE,272,3,40122,11213333,-8.6338,52.1496,1000
LTE,272,3,40121,11016469,-8.2645,52.1482,1000
LTE,272,3,40121,11016470,-8.2723,52.1192,1000
LTE,272,3,40121,11016213,-8.2889,52.0895,1000
LTE,272,3,40122,10679298,-8.5291,51.8484,1000
LTE,272,3,40121,11303190,-8.7348,51.7468,1000
LTE,272,3,40121,10881301,-8.8809,51.6269,1000
LTE,272,3,40121,10881607,-8.8651,51.6025,1000
LTE,272,3,40121,11302678,-8.9041,51.6179,1000
LTE,272,3,40121,11185922,-9.0119,51.571,1000
LTE,272,3,40122,11181385,-9.3646,51.4941,1000
LTE,272,3,40122,11202817,-9.3655,51.4869,1000
LTE,272,3,40122,11245571,-9.2823,51.5033,1000
LTE,272,3,40122,11302217,-9.31,51.5414,1000
LTE,272,3,40121,10805832,-8.987,51.5915,1000
LTE,272,3,40121,11219457,-8.8615,51.65,1000
LTE,272,3,40121,11125249,-8.533,51.8302,1000
LTE,272,3,40121,11016204,-8.2802,52.076,1000
LTE,272,3,40122,10947597,-8.5466,51.8937,1000
LTE,272,3,40122,11122710,-8.488,51.9038,1000
LTE,272,3,40122,11017033,-8.3988,51.9255,1000
LTE,272,3,40121,11016215,-8.3018,52.0685,1000
LTE,272,3,40122,11106317,-8.5267,51.873,1000
LTE,272,3,40122,11293185,-9.5411,51.5314,1000
LTE,272,3,40122,11293255,-9.5396,51.5307,1000
LTE,272,1,51002,28558851,-9.5021,51.4379,1000
LTE,272,1,51002,28794369,-9.7589,51.4675,1000
LTE,272,1,51002,28400131,-9.6506,51.5278,1000
LTE,272,1,51002,29076031,-9.2692,51.5514,1000
LTE,272,1,51002,28348929,-8.6745,51.7669,1000
LTE,272,1,51001,29193731,-8.3861,51.921,1000
LTE,272,1,51001,29498370,-8.2748,52.1175,1000
LTE,272,1,51001,28848191,-8.3851,51.9042,1000
LTE,272,1,51001,28735550,-8.4758,51.8955,1000
LTE,272,1,51001,28300351,-8.4719,51.8967,1000
LTE,272,1,51001,28989697,-8.4732,51.9106,1000
LTE,272,1,51001,28722751,-8.4833,51.8969,1000
LTE,272,1,51001,28228621,-8.4671,51.8997,1000
LTE,272,1,51001,28620349,-8.5744,51.8914,1000
LTE,272,1,51001,29193789,-8.3898,51.8983,1000
LTE,272,1,51001,28748291,-8.485,51.8488,1000
LTE,272,1,51001,28577537,-8.4961,51.8559,1000
LTE,272,1,51002,28305409,-8.4879,51.8096,1000
LTE,272,1,51001,28457217,-8.4885,51.8498,1000
LTE,272,1,51001,28748289,-8.4834,51.85,1000
LTE,272,1,51001,28643331,-8.3976,51.8883,1000
LTE,272,1,51001,28643390,-8.4123,51.8788,1000
LTE,272,1,51001,28457277,-8.488,51.8497,1000
LTE,272,1,51002,29070849,-8.5191,51.7061,1000
LTE,272,1,51002,29470281,-8.5147,51.7039,1000
LTE,272,5,42602,317958,-8.493,51.7715,1000
LTE,272,3,40101,10836993,-7.7742,52.6245,1000
LTE,272,3,40113,10756866,-7.3937,53.0016,1000
LTE,272,1,53101,43591169,-6.6537,53.2605,1000
LTE,272,1,53101,43529789,-6.8113,53.1626,1000
LTE,272,1,52101,43532290,-6.9752,53.1515,1000
LTE,272,3,40121,10671361,-8.271,52.2495,1000
LTE,272,3,40121,11016491,-8.279,52.1349,1000
LTE,272,3,40121,11016481,-8.2782,52.135,1000
LTE,272,3,40121,11016501,-8.2788,52.136,1000
LTE,272,3,40122,10880523,-8.5497,51.8966,1000
LTE,272,3,40122,11117324,-8.3947,51.8929,1000
LTE,272,1,51001,28748301,-8.4855,51.8449,1000
LTE,272,3,40121,10578444,-8.4851,51.8499,1000
LTE,272,3,40121,10578434,-8.4851,51.8506,1000
LTE,272,3,40121,11294978,-8.4967,51.853,1000
LTE,272,1,51001,28945470,-8.474,51.8955,1000
LTE,272,1,51001,28446270,-8.4706,51.8743,1000
LTE,272,1,51001,28295231,-8.3788,51.9688,1000
LTE,272,1,51001,29475330,-8.2895,52.0842,1000
LTE,272,1,51001,29485579,-8.43,51.8785,1000
LTE,272,1,51001,28277319,-8.5013,51.886,1000
LTE,272,1,51001,28722750,-8.4816,51.8943,1000
LTE,272,1,51001,28722690,-8.482,51.8939,1000
LTE,272,1,51001,29005057,-8.4483,51.9023,1000
LTE,272,5,63024,968967,-6.4119,53.8351,1000
LTE,272,5,5488,1152775,-6.3929,53.9971,1000
LTE,272,5,54976,923400,-6.2515,53.4328,1000
LTE,272,5,54976,1295624,-6.2444,53.4103,1000
LTE,272,5,64608,850183,-6.3223,53.4253,1000
LTE,272,3,40121,10578454,-8.4845,51.8503,1000
LTE,272,3,40121,11124246,-8.3212,51.8525,1000
LTE,272,5,62976,1533191,-6.4442,53.5681,1000
LTE,272,5,63024,768520,-6.5648,53.8488,1000
LTE,272,5,5504,1579271,-6.5845,53.9987,1000
LTE,272,5,5488,1483528,-6.4353,53.9939,1000
LTE,272,5,5488,1278726,-6.4443,54.011,1000
LTE,272,5,5488,1278727,-6.4133,54.0133,1000
LTE,272,5,5488,899080,-6.3803,53.9933,1000
LTE,272,5,5488,925447,-6.3958,53.997,1000
LTE,272,3,40121,10789121,-8.3393,52.0111,1000
LTE,272,3,40122,11260694,-8.4314,51.8819,1000
LTE,272,3,40122,10944513,-8.4732,51.8968,1000
LTE,272,3,40122,11187221,-8.5038,51.8795,1000
LTE,272,3,40122,11116545,-8.3863,51.9148,1000
LTE,272,3,40121,11015948,-8.2659,52.1649,1000
LTE,272,3,40121,10789909,-8.2778,52.1501,1000
LTE,272,3,40121,11016460,-8.2713,52.1192,1000
LTE,272,3,40122,11115031,-8.3971,51.9309,1000
LTE,272,3,40121,11124245,-8.3239,51.8632,1000
LTE,272,3,40121,11126550,-8.4143,51.853,1000
LTE,272,1,51001,29500991,-8.4024,51.8102,1000
LTE,272,1,51001,28197951,-8.3284,51.836,1000
LTE,272,1,51001,29145090,-8.323,51.8506,1000
LTE,272,1,51001,29145089,-8.3257,51.8617,1000
LTE,272,1,51001,28231169,-8.3903,51.9485,1000
LTE,272,3,40121,10882818,-8.2677,52.1395,1000
LTE,272,3,40122,11296841,-8.5891,51.8879,1000
LTE,272,3,40122,11296771,-8.5926,51.8863,1000
LTE,272,3,40121,10882828,-8.2703,52.1388,1000
LTE,272,3,40122,11017012,-8.3838,51.9294,1000
LTE,272,3,40122,11296779,-8.5727,51.8907,1000
LTE,272,3,40122,11351819,-8.4732,51.9015,1000
LTE,272,3,40122,11016971,-8.3901,51.9497,1000
LTE,272,3,40122,10896653,-8.4641,51.8947,1000
LTE,272,3,40122,11016962,-8.383,51.9302,1000
LTE,272,3,40122,10639362,-8.5652,52.2135,1000
LTE,272,3,40122,11212290,-8.6629,52.1928,1000
LTE,272,3,40122,11189271,-8.4518,51.8667,1000
LTE,272,3,40121,11016489,-8.2653,52.141,1000
LTE,272,5,42402,904724,-8.2859,52.1327,1000
LTE,272,5,10256,1194246,-6.4694,52.5586,1000
LTE,272,5,55008,907014,-6.3185,53.4151,1000
LTE,272,5,55056,1295622,-6.2325,53.4139,1000
LTE,272,5,42402,331010,-8.2794,52.1317,1000
LTE,272,1,51102,25696770,-8.8621,52.713,1000
LTE,272,1,51102,25701890,-8.9108,52.6946,1000
LTE,272,1,51102,25753099,-8.9081,52.7018,1000
LTE,272,5,40104,950279,-6.2609,53.3414,1000
LTE,272,5,41401,433160,-7.0658,53.4453,4018
LTE,272,5,41401,433154,-7.0363,53.4429,922
LTE,272,5,41401,433153,-6.9969,53.4322,2577
LTE,272,5,41401,438790,-6.9195,53.4234,1290
LTE,272,5,41401,438785,-6.8755,53.4119,1972
LTE,272,5,41401,438784,-6.9139,53.4212,1979
LTE,272,5,41401,447253,-7.1085,53.453,2577
LTE,272,5,41401,454421,-7.0975,53.4495,1417
LTE,272,5,41401,454422,-7.1208,53.4526,1197
LTE,272,5,41401,454408,-7.127,53.456,1918
LTE,272,3,40052,10521101,-6.2581,53.3353,2699
LTE,272,3,40052,10521099,-6.2517,53.3432,944
LTE,272,3,40071,10558476,-6.325,53.3332,1000
LTE,272,3,40071,10522381,-6.3475,53.3909,1003
LTE,272,3,4006,10540299,-6.2371,53.3886,4502
LTE,272,3,4006,10521613,-6.2339,53.4023,1319
LTE,272,3,40072,11093517,-6.4072,53.307,1000
LTE,272,3,40072,10547979,-6.4149,53.3037,1000
LTE,272,3,40072,10560013,-6.4607,53.2847,1000
LTE,272,3,40111,10702348,-6.4781,53.2813,1000
LTE,272,3,40052,10510349,-6.2651,53.333,1000
LTE,272,3,40052,10607118,-6.2654,53.3426,1000
LTE,272,3,40052,10517773,-6.2482,53.348,1000
LTE,272,3,40052,10502156,-6.2055,53.3292,5294
LTE,272,3,40051,10555405,-6.1711,53.2976,3562
LTE,272,5,41900,130560,-7.9606,53.429,5897
LTE,272,5,41900,784671,-7.8967,53.4236,1000
LTE,272,5,41900,784647,-7.8984,53.4249,1000
LTE,272,5,41000,792838,-6.5456,53.3615,1029
LTE,272,5,41001,786696,-6.5264,53.3592,725
LTE,272,5,41002,92416,-6.4557,53.3528,588
LTE,272,5,41002,797696,-6.4412,53.3519,838
LTE,272,5,41002,929287,-6.4246,53.3576,1000
LTE,272,5,40501,66049,-6.3699,53.3545,1000
LTE,272,5,40100,855553,-6.3065,53.3439,1000
LTE,272,5,40100,499714,-6.3023,53.345,1000
LTE,272,5,40100,499733,-6.2964,53.3461,1000
LTE,272,5,40100,499713,-6.2969,53.3457,1000
LTE,272,5,40100,855554,-6.305,53.3442,1000
LTE,272,5,41002,92418,-6.4662,53.3571,579
LTE,272,5,41001,839681,-6.4763,53.3582,816
LTE,272,5,41001,839682,-6.496,53.3579,1155
LTE,272,5,41001,786695,-6.5151,53.3581,1000
LTE,272,5,41001,786720,-6.5194,53.3585,1000
LTE,272,5,41401,818951,-6.6875,53.4005,1000
LTE,272,5,41401,818952,-6.697,53.4049,902
LTE,272,5,41401,447239,-7.0974,53.4484,2132
LTE,272,5,40100,842753,-6.2682,53.3455,500
LTE,272,5,40101,916244,-6.2653,53.3504,1000
LTE,272,5,40100,842773,-6.2697,53.3453,1000
LTE,272,5,40102,917762,-6.2586,53.3299,1000
LTE,272,3,40112,10787585,-8.222,53.3354,1331
LTE,272,3,40121,10533191,-8.7509,52.5946,8035
LTE,272,3,4004,10857731,-8.8762,52.6147,1100
LTE,272,3,4006,11153431,-6.2129,53.4335,997
LTE,272,3,4006,10528002,-6.2189,53.4245,1000
LTE,272,5,40300,820742,-6.2204,53.4248,815
LTE,272,3,4006,10528012,-6.2204,53.4248,872
LTE,272,5,40300,999966,-6.2236,53.416,822
LTE,272,3,4006,10521623,-6.2346,53.4029,2936
LTE,272,5,40303,825119,-6.253,53.3735,1000
LTE,272,3,4006,10525974,-6.2535,53.3704,1000
LTE,272,5,40303,825120,-6.2556,53.3713,1135
LTE,272,5,40303,82177,-6.2526,53.3709,1000
LTE,272,5,40101,1000479,-6.2611,53.3522,1000
LTE,272,5,40101,992031,-6.2581,53.348,500
LTE,272,3,40052,10504981,-6.2581,53.3499,8870
LTE,272,5,40101,892704,-6.2601,53.3469,1000
LTE,272,5,40100,842783,-6.2658,53.3457,1000
LTE,272,3,40052,10504982,-6.2591,53.3454,1000
LTE,272,5,40101,892703,-6.2576,53.3475,1000
LTE,272,3,40052,10498582,-6.2637,53.3502,1000
LTE,272,5,40101,1000480,-6.2618,53.3502,1000
LTE,272,5,40101,1000478,-6.2642,53.3521,500
LTE,272,3,40052,10498581,-6.2656,53.3523,1000
LTE,272,3,40052,10498632,-6.2638,53.3505,1000
LTE,272,3,40052,10507285,-6.2673,53.3503,1000
LTE,272,3,4006,10497047,-6.2639,53.3537,500
LTE,272,3,4006,10584343,-6.2701,53.3605,1000
LTE,272,5,40305,80128,-6.2443,53.383,1000
LTE,272,5,40305,909318,-6.2372,53.3988,783
LTE,272,5,40305,124679,-6.2331,53.4032,500
LTE,272,3,4006,11154453,-6.2239,53.4172,1755
LTE,272,5,40300,820766,-6.2202,53.4241,761
LTE,272,3,4006,10528022,-6.2219,53.4265,1325
LTE,272,5,40300,923392,-6.2277,53.4479,5762
LTE,272,5,40300,820738,-6.2256,53.4361,10138
LTE,272,3,40113,10753794,-7.3724,53.3822,2145
LTE,272,3,40113,11452161,-7.411,53.3644,1660
LTE,272,3,40113,11452163,-7.444,53.3593,1608
LTE,272,3,40113,10534147,-7.4496,53.3592,928
LTE,272,3,40113,11317505,-7.5099,53.3609,1807
LTE,272,3,40113,10754307,-7.6034,53.3885,2526
LTE,272,3,40113,10754583,-7.7917,53.3939,790
LTE,272,3,40113,10768406,-7.8937,53.423,639
LTE,272,3,40113,10768407,-7.9101,53.4276,1040
LTE,272,3,40113,11349525,-7.9339,53.431,840
LTE,272,3,40113,11081238,-7.9274,53.432,1000
LTE,272,3,40113,11145996,-7.956,53.4314,974
LTE,272,3,40113,11146006,-7.9551,53.4323,512
LTE,272,3,40113,10755350,-7.9779,53.4219,1393
LTE,272,3,40113,10755340,-7.9749,53.4235,902
LTE,272,3,40113,10755330,-7.9745,53.4219,782
LTE,272,3,40113,11449109,-7.997,53.4139,1454
LTE,272,3,40113,10755351,-8.0048,53.4139,1168
LTE,272,3,40113,11449111,-8.0353,53.4036,1287
LTE,272,3,40113,11449101,-8.0278,53.4055,1365
LTE,272,3,40113,11008257,-8.0546,53.3911,1237
LTE,272,3,40113,11008259,-8.0555,53.3725,2733
LTE,272,3,40113,11008535,-8.1646,53.3181,2251
LTE,272,3,40113,11008525,-8.1524,53.3205,2067
LTE,272,3,40113,11008515,-8.1558,53.3199,2021
LTE,272,3,40112,10787606,-8.2136,53.3155,597
LTE,272,3,40112,10787607,-8.2512,53.3129,2406
LTE,272,3,40112,11008839,-8.315,53.3075,1197
LTE,272,3,40112,11008841,-8.3554,53.2962,2485
LTE,272,3,40112,11009025,-8.429,53.2821,1478
LTE,272,3,40112,11458307,-8.478,53.2844,4268
LTE,272,3,40112,11458305,-8.5409,53.3055,4092
LTE,272,3,40112,11458306,-8.5352,53.2778,3255
LTE,272,3,40112,11458376,-8.5378,53.2781,1967
LTE,272,3,40112,11464450,-8.8045,53.2933,1858
LTE,272,3,40112,11009793,-8.7775,53.2798,3330
LTE,272,3,40112,10829078,-8.8308,53.252,1000
LTE,272,3,40112,10829068,-8.8309,53.2683,2507
LTE,272,3,4004,11203842,-8.8269,53.1019,1608
LTE,272,3,4004,10828547,-8.8267,53.1027,4251
LTE,272,5,42305,185862,-9.4381,52.9613,2453
LTE,272,3,4004,11034114,-8.7618,53.1671,5485
LTE,272,5,40300,820736,-6.2235,53.423,796
LTE,272,5,40300,999936,-6.2248,53.4142,1004
LTE,272,5,40300,999938,-6.2267,53.4094,6878
LTE,272,5,40305,142850,-6.2282,53.408,1000
LTE,272,5,40305,124673,-6.2347,53.4014,1000
LTE,272,5,40105,787456,-6.227,53.3483,1000
LTE,272,5,40105,787463,-6.2214,53.3441,1000
LTE,272,5,40101,1015303,-6.2296,53.3572,1000
LTE,272,5,40302,907520,-6.27,53.409,815
LTE,272,5,40302,856321,-6.2887,53.4081,519
LTE,272,5,40302,856322,-6.3004,53.407,500
LTE,272,5,40302,907009,-6.3103,53.4047,1000
LTE,272,5,40302,907010,-6.3171,53.4023,500
LTE,272,5,40500,1190145,-6.3244,53.3996,512
LTE,272,5,40500,1190146,-6.3364,53.3952,982
LTE,272,5,40500,429312,-6.3508,53.3897,655
LTE,272,5,40501,66056,-6.3786,53.3563,1000
LTE,272,5,40500,1190152,-6.3422,53.393,3018
LTE,272,3,40051,10550531,-6.1432,53.2937,1472
LTE,272,3,40051,10550551,-6.14,53.2932,1000
LTE,272,5,40301,915477,-6.2574,53.3637,1000
LTE,272,5,40204,1003014,-6.2341,53.3376,1000
LTE,272,5,40201,914452,-6.133,53.2933,1000
LTE,272,5,40201,771584,-6.1318,53.2908,1000
LTE,272,5,40201,771604,-6.13,53.2905,1000
LTE,272,5,40303,825088,-6.2477,53.3783,1000
LTE,272,5,40303,825089,-6.2524,53.3725,1000
LTE,272,5,40303,82176,-6.2519,53.3736,1000
LTE,272,5,40301,943954,-6.2558,53.3666,1000
LTE,272,5,40100,842752,-6.268,53.3473,1000
LTE,272,5,40100,982293,-6.2662,53.352,1000
LTE,272,5,40100,97814,-6.2632,53.358,1000
LTE,272,5,40303,825109,-6.2529,53.3717,1000
LTE,272,5,40303,82197,-6.2524,53.3711,1000
LTE,272,5,40303,82196,-6.2523,53.3734,1000
LTE,272,5,40305,957185,-6.2435,53.3882,1000
LTE,272,5,40101,1010944,-6.2243,53.3542,1000
LTE,272,5,40101,1010945,-6.2258,53.3518,1000
